Z,N,symbol, jp, half_life [s], unc, decay, decay %, unc, decay, decay %, unc, decay, decay %, unc
36,35,Kr,(5/2)-,0.0949,0.0004,EC+B+,100,,ECP,3.06,0.27,,,
36,36,Kr,0+,17.1,0.2,EC+B+,100,,ECP,0.000001,,,,
36,37,Kr,(3/2)-,27.3,1,EC+B+,100,,ECP,0.25,0.03,,,
36,38,Kr,0+,690,6.6,EC+B+,100,,,,,,,
36,39,Kr,5/2+,276,4.2,EC+B+,100,,,,,,,
36,40,Kr,0+,53280,360,EC+B+,100,,,,,,,
36,41,Kr,5/2+,4275,25.2,EC+B+,100,,,,,,,
36,42,Kr,0+,,,,,,,,,,,
36,43,Kr,1/2-,126144,360,EC+B+,100,,,,,,,
36,44,Kr,0+,,,,,,,,,,,
36,45,Kr,7/2+,7.23E+12,3.47E+11,EC,100,,,,,,,
36,46,Kr,0+,,,,,,,,,,,
36,47,Kr,9/2+,,,,,,,,,,,
36,48,Kr,0+,,,,,,,,,,,
36,49,Kr,9/2+,338889828,441796.9636,B-,100,,,,,,,
36,50,Kr,0+,,,,,,,,,,,
36,51,Kr,5/2+,4578,30,B-,100,,,,,,,
36,52,Kr,0+,10170,68.4,B-,100,,,,,,,
36,53,Kr,3/2(+),189,2.4,B-,100,,,,,,,
36,54,Kr,0+,32.32,0.09,B-,100,,,,,,,
36,55,Kr,5/2(+),8.57,0.04,B-,100,,,,,,,
36,56,Kr,0+,1.84,0.008,B-,100,,B-N,0.0332,0.0025,,,
36,57,Kr,1/2+,1.286,0.01,B-,100,,B-N,1.95,0.11,,,
36,58,Kr,0+,0.212,0.005,B-,100,,B-N,1.11,0.07,,,
36,59,Kr,1/2(+),0.114,0.003,B-,100,,B-N,2.87,0.18,,,
36,60,Kr,0+,0.08,0.008,B-,100,,B-N,3.7,0.4,,,
36,61,Kr,(3/2+),0.063,0.004,B-,100,,B-N,6.7,0.6,,,
36,62,Kr,0+,0.043,0.004,B-,100,,B-N,7,1,B-2N,,
36,63,Kr,,0.013,0.02,B-,100,,B-N,11,7,,,
36,64,Kr,0+,0.007,0.007,B-,100,,B-2N,,,B-N,,
36,65,Kr,,0.000000635,,B-,,,B-N,,,B-2N,,
36,66,Kr,0+,,,B-,100,,B-N,,,B-2N,,
37,35,Rb,,0.000000103,0.000000022,EC+B+,,,P,,,,,
37,36,Rb,(3/2-),0.000000081,,EC+B+,,,P,,,,,
37,37,Rb,0+,0.064776,0.00003,EC+B+,100,,,,,,,
37,38,Rb,3/2(-),19,1.2,EC+B+,100,,,,,,,
37,39,Rb,1(-),36.5,0.6,EC+B+,100,,ECA,0.00000038,0.0000001,,,
37,40,Rb,3/2-,226.8,2.4,EC+B+,100,,,,,,,
37,41,Rb,0(+),1059.6,1.8,EC+B+,100,,,,,,,
37,42,Rb,5/2+,1374,30,EC+B+,100,,,,,,,
37,43,Rb,1+,33.4,0.7,EC+B+,100,,,,,,,
37,44,Rb,3/2-,16459.2,14.4,EC+B+,100,,,,,,,
37,45,Rb,1+,75.45,0.012,EC+B+,100,,,,,,,
37,46,Rb,5/2-,7447680,8640,EC,100,,,,,,,
37,47,Rb,2-,2835648,6048,EC+B+,96.1,2,B-,3.9,2,,,
37,48,Rb,5/2-,,,,,,,,,,,
37,49,Rb,2-,1610668.8,1555.2,B-,99.9948,0.0005,EC,0.0052,0.0005,,,
37,50,Rb,3/2-,1.57E+18,9.47E+15,B-,100,,,,,,,
37,51,Rb,2-,1066.38,1.08,B-,100,,,,,,,
37,52,Rb,3/2-,919.2,6,B-,100,,,,,,,
37,53,Rb,0-,158,5,B-,100,,,,,,,
37,54,Rb,3/2(-),58.2,0.3,B-,100,,,,,,,
37,55,Rb,0-,4.48,0.03,B-,100,,B-N,0.0107,0.0005,,,
37,56,Rb,5/2-,5.84,0.02,B-,100,,B-N,1.39,0.07,,,
37,57,Rb,3(-),2.702,0.005,B-,100,,B-N,10.5,0.4,,,
37,58,Rb,5/2-,0.3777,0.0008,B-,100,,B-N,8.7,0.3,,,
37,59,Rb,2(-),0.203,0.003,B-,100,,B-N,13.3,0.7,,,
37,60,Rb,3/2+,0.1691,0.0006,B-,100,,B-N,25.5,0.9,B-2N,,
37,61,Rb,0(-),0.115,0.006,B-,100,,B-N,14.3,0.9,B-2N,0.054,0.008
37,62,Rb,(3/2+),0.054,0.004,B-,100,,B-N,19.8,2,B-2N,,
37,63,Rb,(4-),0.052,0.002,B-,100,,B-N,5.6,1.2,B-2N,0.15,0.05
37,64,Rb,(3/2+),0.032,0.005,B-,100,,B-N,28,4,,,
37,65,Rb,,0.037,0.005,B-,100,,B-N,18,8,,,
37,66,Rb,,0.023,0.011,B-,100,,B-N,,,B-2N,,
37,67,Rb,,,,B-,100,,B-2N,,,B-N,,
37,68,Rb,,,,B-,100,,B-N,,,B-3N,,
37,69,Rb,,,,B-,100,,B-3N,,,B-2N,,
38,35,Sr,,0.025,,EC+B+,100,,ECP,,,,,
38,36,Sr,0+,0.027,0.008,EC+B+,100,,ECP,,,,,
38,37,Sr,(3/2-),0.088,0.003,EC+B+,100,,ECP,5.2,0.9,,,
38,38,Sr,0+,7.89,0.07,EC+B+,100,,ECP,0.000034,0.000008,,,
38,39,Sr,5/2(+),9,0.2,EC+B+,100,,ECP,0.08,0.03,,,
38,40,Sr,0+,160,8,EC+B+,100,,,,,,,
38,41,Sr,3/2(-),135,6,EC+B+,100,,,,,,,
38,42,Sr,0+,6378,90,EC+B+,100,,,,,,,
38,43,Sr,1/2-,1338,24,EC+B+,100,,,,,,,
38,44,Sr,0+,2190240,2592,EC,100,,,,,,,
38,45,Sr,7/2+,116676,108,EC+B+,100,,,,,,,
38,46,Sr,0+,,,,,,,,,,,
38,47,Sr,9/2+,5602953.6,604.8,EC,100,,,,,,,
38,48,Sr,0+,,,,,,,,,,,
38,49,Sr,9/2+,,,,,,,,,,,
38,50,Sr,0+,,,,,,,,,,,
38,51,Sr,5/2+,4368643.2,2160,B-,100,,,,,,,
38,52,Sr,0+,912310729.9,946707.7792,B-,100,,,,,,,
38,53,Sr,5/2+,34740,216,B-,100,,,,,,,
38,54,Sr,0+,9399.6,61.2,B-,100,,,,,,,
38,55,Sr,5/2+,445.8,1.8,B-,100,,,,,,,
38,56,Sr,0+,75.3,0.2,B-,100,,,,,,,
38,57,Sr,1/2+,23.9,0.14,B-,100,,,,,,,
38,58,Sr,0+,1.07,0.01,B-,100,,,,,,,
38,59,Sr,1/2+,0.429,0.005,B-,100,,B-N,0.05,,,,
38,60,Sr,0+,0.653,0.002,B-,100,,B-N,0.23,0.03,,,
38,61,Sr,3/2+,0.269,0.001,B-,100,,B-N,0.1,0.019,,,
38,62,Sr,0+,0.2,0.002,B-,100,,B-N,1.11,0.21,,,
38,63,Sr,(5/2-),0.118,0.003,B-,100,,B-N,2.37,0.14,,,
38,64,Sr,0+,0.069,0.006,B-,100,,B-N,5.5,1.5,,,
38,65,Sr,,0.053,0.01,B-,100,,B-2N,,,B-N,,
38,66,Sr,0+,0.053,0.005,B-,100,,B-N,,,B-2N,,
38,67,Sr,,0.039,0.005,B-,100,,B-2N,,,B-N,,
38,68,Sr,0+,0.02,0.0075,B-,100,,B-2N,,,B-N,,
38,69,Sr,,0.000000395,,B-2N,,,B-N,,,B-,,
38,70,Sr,0+,,,B-,100,,B-2N,,,B-N,,
39,37,Y,,0.0000002,,EC+B+,,,P,,,,,
39,38,Y,(5/2+),0.057,0.017,EC+B+,100,,P,,,ECP,,
39,39,Y,(0+),0.053,0.008,EC+B+,100,,ECP,,,,,
39,40,Y,(5/2+),14.8,0.6,EC+B+,100,,ECP,,,,,
39,41,Y,(4-),30.1,0.5,EC+B+,100,,ECP,,,,,
39,42,Y,(5/2+),70.4,1,EC+B+,100,,,,,,,
39,43,Y,1+,8.3,0.2,EC+B+,100,,,,,,,
39,44,Y,9/2+,424.8,4.8,EC+B+,100,,,,,,,
39,45,Y,(6+),2370,48,EC+B+,100,,,,,,,
39,46,Y,(1/2)-,9648,180,EC+B+,100,,,,,,,
39,47,Y,4-,53064,72,EC+B+,100,,,,,,,
39,48,Y,1/2-,287280,1080,EC+B+,100,,,,,,,
39,49,Y,4-,9212486.4,1814.4,EC+B+,100,,,,,,,
39,50,Y,1/2-,,,,,,,,,,,
39,51,Y,2-,230580,180,B-,100,,,,,,,
39,52,Y,1/2-,5055264,5184,B-,100,,,,,,,
39,53,Y,2-,12744,36,B-,100,,,,,,,
39,54,Y,1/2-,36648,288,B-,100,,,,,,,
39,55,Y,2-,1122,6,B-,100,,,,,,,
39,56,Y,1/2-,618,6,B-,100,,,,,,,
39,57,Y,0-,5.34,0.05,B-,100,,,,,,,
39,58,Y,(1/2-),3.75,0.03,B-,100,,B-N,0.055,0.004,,,
39,59,Y,0-,0.548,0.002,B-,100,,B-N,0.33,0.03,,,
39,60,Y,(5/2+),1.484,0.007,B-,100,,B-N,1.77,0.19,,,
39,61,Y,(1)-,0.732,0.005,B-,100,,B-N,1.02,0.06,,,
39,62,Y,(5/2+),0.45,0.02,B-,100,,B-N,1.94,0.18,,,
39,63,Y,HIGH J,0.36,0.04,B-,100,,B-N,4.9,1.2,,,
39,64,Y,(5/2+),0.23,0.02,B-,100,,B-N,8,3,,,
39,65,Y,,0.197,0.004,B-,100,,B-N,34,10,B-2N,,
39,66,Y,,0.107,0.0075,B-,100,,B-N,82,,,,
39,67,Y,,0.079,0.0075,B-,100,,B-N,,,B-2N,,
39,68,Y,,0.0335,0.003,B-,100,,B-2N,,,B-N,,
39,69,Y,,0.03,0.005,B-,100,,B-N,,,B-2N,,
39,70,Y,(5/2+),0.025,0.005,B-,100,,,,,,,
39,71,Y,,,,B-,100,,B-N,,,B-2N,,
39,72,Y,,,,B-,100,,B-N,,,B-2N,,
40,37,Zr,,,,EC+B+,,,ECP,,,2P,,
40,38,Zr,0+,0.00000017,,EC+B+,,,,,,,,
40,39,Zr,,0.056,0.03,EC+B+,100,,ECP,,,,,
40,40,Zr,0+,4.6,0.6,EC+B+,100,,ECP,,,,,
40,41,Zr,(3/2-),5.5,0.4,EC+B+,100,,ECP,0.12,0.02,,,
40,42,Zr,0+,32,5,EC+B+,100,,,,,,,
40,43,Zr,(1/2-),42,2,EC+B+,100,,ECP,,,,,
40,44,Zr,0+,1548,30,EC+B+,100,,,,,,,
40,45,Zr,(7/2+),471.6,2.4,EC+B+,100,,,,,,,
40,46,Zr,0+,59400,360,EC+B+,100,,,,,,,
40,47,Zr,9/2+,6048,36,EC+B+,100,,,,,,,
40,48,Zr,0+,7205760,25920,EC,100,,,,,,,
40,49,Zr,9/2+,282276,432,EC+B+,100,,,,,,,
40,50,Zr,0+,,,,,,,,,,,
40,51,Zr,5/2+,,,,,,,,,,,
40,52,Zr,0+,,,,,,,,,,,
40,53,Zr,5/2+,5.08E+13,1.58E+12,B-,100,,,,,,,
40,54,Zr,0+,,,,,,,,,,,
40,55,Zr,5/2+,5532364.8,518.4,B-,100,,,,,,,
40,56,Zr,0+,6.31E+26,1.26E+26,,,,,,,,,
40,57,Zr,1/2+,60296.4,28.8,B-,100,,,,,,,
40,58,Zr,0+,30.7,0.4,B-,100,,,,,,,
40,59,Zr,(1/2+),2.1,0.1,B-,100,,,,,,,
40,60,Zr,0+,7.1,0.4,B-,100,,,,,,,
40,61,Zr,(3/2+),2.3,0.1,B-,100,,,,,,,
40,62,Zr,0+,2.9,0.2,B-,100,,,,,,,
40,63,Zr,(5/2-),1.3,0.1,B-,100,,,,,,,
40,64,Zr,0+,1.2,0.3,B-,100,,,,,,,
40,65,Zr,[5/2+],0.66,0.05,B-,100,,B-N,2,,,,
40,66,Zr,0+,0.18,0.009,B-,100,,B-N,7,,,,
40,67,Zr,,0.146,0.004,B-,100,,B-N,23,,,,
40,68,Zr,0+,0.0774,0.0022,B-,100,,B-N,,,,,
40,69,Zr,(5/2+),0.056,0.003,B-,100,,,,,,,
40,70,Zr,0+,0.0375,0.002,B-,100,,B-N,,,B-2N,,
40,71,Zr,,0.024,0.005,B-,100,,B-2N,,,B-N,,
40,72,Zr,0+,0.03,0.02,B-,100,,B-N,,,B-2N,,
40,73,Zr,,,,B-,100,,B-N,,,B-2N,,
40,74,Zr,0+,,,B-,100,,B-N,,,B-2N,,
41,40,Nb,,0.0000002,,EC+B+,,,,,,,,
41,41,Nb,(0+),0.05,0.006,EC+B+,100,,ECP,,,,,
41,42,Nb,(5/2+),3.9,0.2,EC+B+,100,,,,,,,
41,43,Nb,(1+ 2+ 3+),9.8,0.9,EC+B+,100,,ECP,,,,,
41,44,Nb,(9/2+),20.5,1.2,EC+B+,100,,,,,,,
41,45,Nb,(6+),88,1,EC+B+,100,,,,,,,
41,46,Nb,(1/2)-,222,6,EC+B+,100,,,,,,,
41,47,Nb,(8+),870,6.6,EC+B+,100,,,,,,,
41,48,Nb,(9/2+),7308,252,EC+B+,100,,,,,,,
41,49,Nb,8+,52560,180,EC+B+,100,,,,,,,
41,50,Nb,9/2+,21458709663,4102400377,EC+B+,100,,,,,,,
41,51,Nb,7+,1.10E+15,7.57E+13,EC+B+,100,,,,,,,
41,52,Nb,9/2+,,,,,,,,,,,
41,53,Nb,6+,6.41E+11,50491081559,B-,100,,,,,,,
41,54,Nb,9/2+,3023222.4,518.4,B-,100,,,,,,,
41,55,Nb,6+,84060,180,B-,100,,,,,,,
41,56,Nb,9/2+,4326,42,B-,100,,,,,,,
41,57,Nb,1+,2.86,0.06,B-,100,,,,,,,
41,58,Nb,9/2+,15,0.2,B-,100,,,,,,,
41,59,Nb,1+,1.4,0.2,B-,100,,,,,,,
41,60,Nb,(5/2+),7.1,0.3,B-,100,,,,,,,
41,61,Nb,(4+),4.3,0.4,B-,100,,,,,,,
41,62,Nb,(5/2+),1.5,0.2,B-,100,,,,,,,
41,63,Nb,(1+),4.9,0.3,B-,100,,B-N,0.06,0.03,,,
41,64,Nb,(5/2+),2.91,0.05,B-,100,,B-N,1.7,0.9,,,
41,65,Nb,(1-),1.02,0.05,B-,100,,B-N,4.5,0.3,,,
41,66,Nb,,0.3,0.009,B-,100,,,,,,,
41,67,Nb,(2+),0.198,0.006,B-,100,,B-N,6.3,0.5,B-2N,,
41,68,Nb,(5/2+),0.108,0.005,B-,100,,B-N,15,,,,
41,69,Nb,-5,0.082,0.004,B-,100,,B-N,40,8,,,
41,70,Nb,,0.054,0.002,B-,100,,B-N,,,B-2N,,
41,71,Nb,,0.033,0.0075,B-,100,,,,,,,
41,72,Nb,,0.032,0.004,B-,100,,B-N,,,B-2N,,
41,73,Nb,,0.017,0.005,B-,100,,B-N,,,B-2N,,
41,74,Nb,,0.023,0.008,B-,100,,B-N,,,B-2N,,
41,75,Nb,,,,B-,100,,B-N,,,B-2N,,
41,76,Nb,,,,B-,100,,B-3N,,,B-2N,,
42,39,Mo,,0.00000045,,EC+B+,,,ECP,,,,,
42,40,Mo,0+,,,EC+B+,100,,ECP,,,,,
42,41,Mo,,0.006,0.0165,EC+B+,100,,,,,,,
42,42,Mo,0+,2.3,0.3,EC+B+,100,,ECP,,,,,
42,43,Mo,(1/2-),3.2,0.2,EC+B+,100,,ECP,0.14,0.02,,,
42,44,Mo,0+,19.1,0.3,EC+B+,100,,,,,,,
42,45,Mo,(7/2+),14.1,0.3,EC+B+,100,,B+P,15,8,,,
42,46,Mo,0+,480,12,EC+B+,100,,,,,,,
42,47,Mo,(9/2+),126.6,6,EC+B+,100,,,,,,,
42,48,Mo,0+,20016,324,EC+B+,100,,,,,,,
42,49,Mo,9/2+,929.4,0.6,EC+B+,100,,,,,,,
42,50,Mo,0+,,,,,,,,,,,
42,51,Mo,5/2+,1.26E+11,25245540780,EC,100,,,,,,,
42,52,Mo,0+,,,,,,,,,,,
42,53,Mo,5/2+,,,,,,,,,,,
42,54,Mo,0+,,,,,,,,,,,
42,55,Mo,5/2+,,,,,,,,,,,
42,56,Mo,0+,,,,,,,,,,,
42,57,Mo,1/2+,237326.4,21.6,B-,100,,,,,,,
42,58,Mo,0+,2.21E+26,6.00E+24,2B-,100,,2B-,100,,,,
42,59,Mo,1/2+,876.6,1.8,B-,100,,,,,,,
42,60,Mo,0+,678,12,B-,100,,,,,,,
42,61,Mo,(3/2+),67.5,1.5,B-,100,,,,,,,
42,62,Mo,0+,60,2,B-,100,,,,,,,
42,63,Mo,(5/2-),36.3,0.8,B-,100,,,,,,,
42,64,Mo,0+,8.73,0.12,B-,100,,,,,,,
42,65,Mo,(5/2+),3.5,0.5,B-,100,,,,,,,
42,66,Mo,0+,1.09,0.02,B-,100,,,,,,,
42,67,Mo,(5/2+),0.61,0.035,B-,100,,B-N,1.3,0.6,,,
42,68,Mo,0+,0.296,0.017,B-,100,,B-N,2,0.7,,,
42,69,Mo,(1/2+ 3/2+),0.186,0.009,B-,100,,B-N,12,,,,
42,70,Mo,0+,0.12,0.012,B-,100,,,,,,,
42,71,Mo,,0.08,0.002,B-,100,,B-N,,,,,
42,72,Mo,0+,0.058,0.002,B-,100,,B-N,,,,,
42,73,Mo,,0.0455,0.002,B-,100,,B-N,,,B-2N,,
42,74,Mo,0+,0.032,0.004,B-,,,B-N,,,B-2N,,
42,75,Mo,,0.022,0.005,B-,,,B-N,,,B-2N,,
42,76,Mo,0+,0.019,0.0055,B-,100,,B-N,,,B-2N,,
42,77,Mo,,,,B-,100,,B-2N,,,B-N,,
43,42,Tc,,0.0000001,,P,,,,,,,,
43,43,Tc,(0+),0.055,0.007,EC+B+,100,,ECP,,,,,
43,44,Tc,(9/2+),2.2,0.2,EC+B+,100,,,,,,,
43,46,Tc,(9/2+),12.8,0.9,EC+B+,100,,,,,,,
43,47,Tc,(8+),49.2,0.4,EC,100,,,,,,,
43,48,Tc,(9/2)+,188.4,1.2,EC+B+,100,,,,,,,
43,49,Tc,(8)+,255,9,EC+B+,100,,,,,,,
43,50,Tc,9/2+,9900,180,EC+B+,100,,,,,,,
43,51,Tc,7+,17580,60,EC+B+,100,,,,,,,
43,52,Tc,9/2+,72000,360,EC+B+,100,,,,,,,
43,53,Tc,7+,369792,6048,EC+B+,100,,,,,,,
43,54,Tc,9/2+,1.33E+14,5.05E+12,EC,100,,,,,,,
43,55,Tc,(6)+,1.33E+14,9.47E+12,B-,100,,,,,,,
43,56,Tc,9/2+,6.66E+12,37868311170,B-,100,,,,,,,
43,57,Tc,1+,15.65,0.12,B-,99.9974,0.0004,EC,0.0026,0.0004,,,
43,58,Tc,9/2+,853.2,0.6,B-,100,,,,,,,
43,59,Tc,1+,5.28,0.15,B-,100,,,,,,,
43,60,Tc,5/2+,54.2,0.8,B-,100,,,,,,,
43,61,Tc,(3+),1098,18,B-,100,,,,,,,
43,62,Tc,(3/2-),458.4,3.6,B-,100,,,,,,,
43,63,Tc,(1 2),35.6,0.6,B-,100,,,,,,,
43,64,Tc,(3/2-),21.2,0.2,B-,100,,,,,,,
43,65,Tc,(2)+,5.17,0.07,B-,100,,,,,,,
43,66,Tc,(5/2+),0.91,0.03,B-,100,,B-N,0.08,0.02,,,
43,67,Tc,(2 3+),0.9,0.013,B-,100,,B-N,0.04,0.02,,,
43,68,Tc,(5/2+),0.29,0.02,B-,100,,B-N,0.85,0.2,,,
43,69,Tc,(2+),0.271,0.015,B-,100,,B-N,1.5,0.2,,,
43,70,Tc,(5/2+),0.152,0.008,B-,100,,B-N,2.1,0.3,,,
43,71,Tc,(GE 4),0.1,0.02,B-,100,,B-N,,,,,
43,72,Tc,,0.078,0.002,B-,100,,B-N,,,,,
43,73,Tc,,0.057,0.003,B-,100,,B-2N,,,B-N,,
43,74,Tc,,0.0445,0.003,B-,100,,B-N,,,B-2N,,
43,75,Tc,,0.03,0.004,B-,100,,B-N,,,B-2N,,
43,76,Tc,,0.022,0.003,B-,100,,B-N,,,B-2N,,
43,77,Tc,,0.021,0.005,B-,100,,B-N,,,B-2N,,
43,78,Tc,,0.022,0.006,B-,100,,B-N,,,B-2N,,
43,79,Tc,,,,B-,100,,B-N,,,B-2N,,
44,41,Ru,,0.00000045,,EC+B+,,,ECP,,,P,,
44,42,Ru,0+,0.000000438,,EC+B+,,,ECP,,,,,
44,43,Ru,,,,,,,,,,,,
44,44,Ru,0+,1.2,0.25,EC+B+,100,,ECP,,,,,
44,45,Ru,(9/2+),1.32,0.03,EC+B+,100,,ECP,3.1,0.2,,,
44,46,Ru,0+,11.7,0.9,EC+B+,100,,,,,,,
44,47,Ru,(9/2+),8,0.4,EC+B+,100,,,,,,,
44,48,Ru,0+,219,3,EC+B+,100,,,,,,,
44,49,Ru,(9/2)+,59.7,0.6,EC+B+,100,,,,,,,
44,50,Ru,0+,3108,36,EC+B+,100,,,,,,,
44,51,Ru,5/2+,5914.8,46.8,EC+B+,100,,,,,,,
44,52,Ru,0+,,,,,,,,,,,
44,53,Ru,5/2+,244512,19872,EC+B+,100,,,,,,,
44,54,Ru,0+,,,,,,,,,,,
44,55,Ru,5/2+,,,,,,,,,,,
44,56,Ru,0+,,,,,,,,,,,
44,57,Ru,5/2+,,,,,,,,,,,
44,58,Ru,0+,,,,,,,,,,,
44,59,Ru,3/2+,3390940.8,1123.2,B-,100,,,,,,,
44,60,Ru,0+,,,,,,,,,,,
44,61,Ru,3/2+,15980.4,39.6,B-,100,,,,,,,
44,62,Ru,0+,32123520,155520,B-,100,,,,,,,
44,63,Ru,(5/2)+,225,3,B-,100,,,,,,,
44,64,Ru,0+,273,3,B-,100,,,,,,,
44,65,Ru,(5/2+),34.4,0.2,B-,100,,,,,,,
44,66,Ru,0+,12.04,0.17,B-,100,,,,,,,
44,67,Ru,5/2+,2.12,0.07,B-,100,,,,,,,
44,68,Ru,0+,1.75,0.07,B-,100,,,,,,,
44,69,Ru,(1/2+),0.8,0.05,B-,100,,,,,,,
44,70,Ru,0+,0.54,0.03,B-,100,,,,,,,
44,71,Ru,(3/2+),0.318,0.019,B-,100,,B-N,,,,,
44,72,Ru,0+,0.204,0.006,B-,100,,B-N,,,,,
44,73,Ru,,0.151,0.003,B-,100,,B-N,,,,,
44,74,Ru,0+,0.099,0.003,B-,100,,B-N,4.6,,,,
44,75,Ru,,0.0695,0.002,B-,100,,B-2N,,,B-N,,
44,76,Ru,0+,0.045,0.002,B-,100,,B-N,,,,,
44,77,Ru,,0.029,0.002,B-,100,,B-2N,,,B-N,,
44,78,Ru,0+,0.025,0.001,B-,100,,B-N,,,B-2N,,
44,79,Ru,,0.019,0.002,B-,100,,B-N,,,B-2N,,
44,80,Ru,0+,0.015,0.003,B-,100,,B-N,,,B-2N,,
44,81,Ru,,,,B-,100,,B-N,,,B-2N,,
45,44,Rh,,0.00000012,,P,,,EC+B+,,,ECP,,
45,45,Rh,(0+),0.029,0.003,EC+B+,100,,ECP,0.7,,,,
45,46,Rh,(9/2+),1.47,0.22,EC+B+,100,,B+P,1.3,0.5,,,
45,47,Rh,(GE6+),4.66,0.25,EC+B+,100,,B+P,1.9,,,,
45,48,Rh,(9/2+),12.2,0.7,EC+B+,100,,,,,,,
45,49,Rh,(4+),70.6,0.6,EC+B+,100,,ECP,1.8,0.5,,,
45,50,Rh,9/2+,301.2,6,EC+B+,100,,,,,,,
45,51,Rh,6+,594,6,EC+B+,100,,,,,,,
45,52,Rh,9/2+,1842,36,EC+B+,100,,,,,,,
45,53,Rh,(2)+,523.2,7.2,EC+B+,100,,,,,,,
45,54,Rh,1/2-,1391040,17280,EC+B+,100,,,,,,,
45,55,Rh,1-,73800,1080,EC+B+,100,,,,,,,
45,56,Rh,1/2-,104137855.7,9467077.792,EC,100,,,,,,,
45,57,Rh,(1- 2-),17910720,146880,EC+B+,78,5,B-,22,5,,,
45,58,Rh,1/2-,,,,,,,,,,,
45,59,Rh,1+,42.3,0.4,B-,99.55,0.1,EC+B+,0.45,0.1,,,
45,60,Rh,7/2+,127227.6,68.4,B-,100,,,,,,,
45,61,Rh,1+,30.07,0.35,B-,100,,,,,,,
45,62,Rh,7/2+,1302,24,B-,100,,,,,,,
45,63,Rh,1+,16.8,0.5,B-,100,,,,,,,
45,64,Rh,7/2+,80.8,0.7,B-,100,,,,,,,
45,65,Rh,(1+),3.35,0.12,B-,100,,,,,,,
45,66,Rh,(7/2+),11,1,B-,100,,,,,,,
45,67,Rh,(1+),3.6,0.3,B-,100,,,,,,,
45,68,Rh,(7/2+),2.8,0.12,B-,100,,,,,,,
45,69,Rh,1+,1.85,0.05,B-,100,,,,,,,
45,70,Rh,(7/2+),0.99,0.05,B-,100,,,,,,,
45,71,Rh,1+,0.68,0.06,B-,100,,,,,,,
45,72,Rh,(7/2+),0.44,0.04,B-,100,,,,,,,
45,73,Rh,,0.286,0.01,B-,100,,B-N,2.1,0.9,,,
45,74,Rh,(7/2+),0.171,0.018,B-,100,,B-N,6.4,1.6,,,
45,75,Rh,,0.132,0.005,B-,100,,B-N,5.4,,B-2N,,
45,76,Rh,,0.151,0.0625,B-,100,,B-N,,,,,
45,77,Rh,,0.0000003,,B-,,,B-N,,,B-2N,,
45,78,Rh,,0.0422,0.0018,B-,100,,B-N,24.2,1.4,B-2N,,
45,79,Rh,,0.03,0.002,B-,100,,B-N,,,B-2N,,
45,80,Rh,,0.0265,0.002,B-,100,,B-N,,,B-2N,,
45,81,Rh,,0.019,0.003,B-,100,,B-N,,,B-2N,,
45,82,Rh,,0.02,0.0135,B-,100,,B-N,,,B-2N,,
45,83,Rh,,,,B-,100,,B-2N,,,B-N,,
46,44,Pd,0+,,,EC+B+,100,,ECP,,,2P,,
46,45,Pd,,,,EC+B+,100,,,,,,,
46,46,Pd,0+,1,0.25,EC+B+,100,,,,,,,
46,47,Pd,(9/2+),1,0.09,EC+B+,100,,ECP,,,,,
46,48,Pd,0+,9,0.5,EC+B+,100,,,,,,,
46,49,Pd,(9/2+),5,3,EC+B+,100,,,,,,,
46,50,Pd,0+,122,2,EC+B+,100,,,,,,,
46,51,Pd,(5/2+),186,5.4,EC+B+,100,,,,,,,
46,52,Pd,0+,1062,24,EC+B+,100,,,,,,,
46,53,Pd,(5/2)+,1284,12,EC+B+,100,,,,,,,
46,54,Pd,0+,313632,7776,EC,100,,,,,,,
46,55,Pd,5/2+,30492,216,EC+B+,100,,,,,,,
46,56,Pd,0+,,,,,,,,,,,
46,57,Pd,5/2+,1468022.4,1641.6,EC,100,,,,,,,
46,58,Pd,0+,,,,,,,,,,,
46,59,Pd,5/2+,,,,,,,,,,,
46,60,Pd,0+,,,,,,,,,,,
46,61,Pd,5/2+,2.05E+14,9.47E+12,B-,100,,,,,,,
46,62,Pd,0+,,,,,,,,,,,
46,63,Pd,5/2+,48924,432,B-,100,,,,,,,
46,64,Pd,0+,,,,,,,,,,,
46,65,Pd,5/2+,1404,12,B-,100,,,,,,,
46,66,Pd,0+,75744,612,B-,100,,,,,,,
46,67,Pd,(5/2+),93,5,B-,100,,,,,,,
46,68,Pd,0+,145.2,3.6,B-,100,,,,,,,
46,69,Pd,(1/2)+,25,2,B-,100,,,,,,,
46,70,Pd,0+,11.8,0.4,B-,100,,,,,,,
46,71,Pd,(5/2+),4.3,0.3,B-,100,,,,,,,
46,72,Pd,0+,1.9,0.1,B-,100,,,,,,,
46,73,Pd,,0.92,0.01,B-,100,,,,,,,
46,74,Pd,0+,0.492,0.033,B-,100,,B-N,0.7,,,,
46,75,Pd,,0.285,0.024,B-,100,,B-N,0.8,,,,
46,76,Pd,0+,0.175,0.016,B-,100,,B-N,2.5,,,,
46,77,Pd,,0.109,0.002,B-,100,,B-N,1.4,0.3,,,
46,78,Pd,0+,0.038,0.0285,B-,100,,B-N,,,,,
46,79,Pd,,0.057,0.01,B-,100,,B-N,,,,,
46,80,Pd,0+,0.0485,0.0007,B-,100,,B-N,4.9,0.9,,,
46,81,Pd,,0.038,0.002,B-,100,,B-N,,,B-2N,,
